TreatmentId,Treatment,CadreId,Cadre,TimeByPatient
22405,D 4.12 Couveuse,7,INFIRMIER,0
22406,D 4.12 Echographe,7,INFIRMIER,0
22407,D 4.12 Electrocardiogramme,7,INFIRMIER,0
22408,D 4.12 Incubateur,7,INFIRMIER,0
22409,D 4.12 Internet,7,INFIRMIER,0
22410,D 4.12 Moto,7,INFIRMIER,0
22411,D 4.12 Ordinateur,7,INFIRMIER,0
22412,D 4.12 Photocopieuse,7,INFIRMIER,0
22413,D 4.12 Radiographie,7,INFIRMIER,0
22414,D 4.12 Véhicule,7,INFIRMIER,0
22415,D 4.13 Item avec risque de perte par péremption,7,INFIRMIER,0
22416,D 4.13 Item en stock en voie de péremption,7,INFIRMIER,0
22417,D 4.13 Items en stock,7,INFIRMIER,0
22418,D 4.13 Items en sur stock,7,INFIRMIER,0
22419,D 4.13 Items hors usage,7,INFIRMIER,0
22420,D 4.8 Administrateur gestionnaire G3 - Agents,7,INFIRMIER,0
22421,D 4.8 Administrateur gestionnaire G3 - Jours d’absence justifié,7,INFIRMIER,0
22422,D 4.8 Administrateur gestionnaire G3 - Jours de travail presté,7,INFIRMIER,0
22423,D 4.8 Administrateur gestionnaire G3 - Jours de travail prévu,7,INFIRMIER,0
22424,D 4.8 Administrateur gestionnaire L2 - Agents,7,INFIRMIER,0
22425,D 4.8 Administrateur gestionnaire L2 - Jours d’absence justifié,7,INFIRMIER,0
22426,D 4.8 Administrateur gestionnaire L2 - Jours de travail presté,7,INFIRMIER,0
22427,D 4.8 Administrateur gestionnaire L2 - Jours de travail prévu,7,INFIRMIER,0
22428,D 4.8 Anesthésiste réanimateur - Agents,7,INFIRMIER,0
22429,D 4.8 Anesthésiste réanimateur - Jours d’absence justifié,7,INFIRMIER,0
22430,D 4.8 Anesthésiste réanimateur - Jours de travail presté,7,INFIRMIER,0
22431,D 4.8 Anesthésiste réanimateur - Jours de travail prévu,7,INFIRMIER,0
22432,D 4.8 Autres médecins spécialistes - Agents,7,INFIRMIER,0
22433,D 4.8 Autres médecins spécialistes - Jours d’absence justifié,7,INFIRMIER,0
22434,D 4.8 Autres médecins spécialistes - Jours de travail presté,7,INFIRMIER,0
22435,D 4.8 Autres médecins spécialistes - Jours de travail prévu,7,INFIRMIER,0
22436,D 4.8 Autres Techniciens L2 / A1/A2 - Agents,7,INFIRMIER,0
22437,D 4.8 Autres Techniciens L2 / A1/A2 - Jours d’absence justifié,7,INFIRMIER,0
22438,D 4.8 Autres Techniciens L2 / A1/A2 - Jours de travail presté,7,INFIRMIER,0
22439,D 4.8 Autres Techniciens L2 / A1/A2 - Jours de travail prévu,7,INFIRMIER,0
22440,D 4.8 Chauffeur - Agents,7,INFIRMIER,0
22441,D 4.8 Chauffeur - Jours d’absence justifié,7,INFIRMIER,0
22442,D 4.8 Chauffeur - Jours de travail presté,7,INFIRMIER,0
22443,D 4.8 Chauffeur - Jours de travail prévu,7,INFIRMIER,0
22444,D 4.8 Chirurgien - Agents,7,INFIRMIER,0
22445,D 4.8 Chirurgien dentiste - Agents,7,INFIRMIER,0
22446,D 4.8 Chirurgien dentiste - Jours d’absence justifié,7,INFIRMIER,0
22447,D 4.8 Chirurgien dentiste - Jours de travail presté,7,INFIRMIER,0
22448,D 4.8 Chirurgien dentiste - Jours de travail prévu,7,INFIRMIER,0
22449,D 4.8 Chirurgien - Jours d’absence justifié,7,INFIRMIER,0
22450,D 4.8 Chirurgien - Jours de travail presté,7,INFIRMIER,0
22451,D 4.8 Chirurgien - Jours de travail prévu,7,INFIRMIER,0
22452,D 4.8 Comptable - Agents,7,INFIRMIER,0
22453,D 4.8 Comptable - Jours d’absence justifié,7,INFIRMIER,0
22454,D 4.8 Comptable - Jours de travail presté,7,INFIRMIER,0
22455,D 4.8 Comptable - Jours de travail prévu,7,INFIRMIER,0
22456,D 4.8 Gynécologue - Agents,7,INFIRMIER,0
22457,D 4.8 Gynécologue - Jours d’absence justifié,7,INFIRMIER,0
22458,D 4.8 Gynécologue - Jours de travail presté,7,INFIRMIER,0
22459,D 4.8 Gynécologue - Jours de travail prévu,7,INFIRMIER,0
22460,D 4.8 Interniste - Agents,7,INFIRMIER,0
22461,D 4.8 Interniste - Jours d’absence justifié,7,INFIRMIER,0
22462,D 4.8 Interniste - Jours de travail presté,7,INFIRMIER,0
22463,D 4.8 Interniste - Jours de travail prévu,7,INFIRMIER,0
22464,D 4.8 Kinésithérapeute - Agents,7,INFIRMIER,0
22465,D 4.8 Kinésithérapeute - Jours d’absence justifié,7,INFIRMIER,0
22466,D 4.8 Kinésithérapeute - Jours de travail presté,7,INFIRMIER,0
22467,D 4.8 Kinésithérapeute - Jours de travail prévu,7,INFIRMIER,0
22468,D 4.8 Pédiatre - Agents,7,INFIRMIER,0
22469,D 4.8 Pédiatre - Jours d’absence justifié,7,INFIRMIER,0
22470,D 4.8 Pédiatre - Jours de travail presté,7,INFIRMIER,0
22471,D 4.8 Pédiatre - Jours de travail prévu,7,INFIRMIER,0
22472,D 4.8 Personnel administratif - Agents,7,INFIRMIER,0
22473,D 4.8 Personnel administratif - Jours d’absence justifié,7,INFIRMIER,0
22474,D 4.8 Personnel administratif - Jours de travail presté,7,INFIRMIER,0
22475,D 4.8 Personnel administratif - Jours de travail prévu,7,INFIRMIER,0
22476,D 4.8 Personnel de maintenance - Agents,7,INFIRMIER,0
22477,D 4.8 Personnel de maintenance - Jour absence justifié,7,INFIRMIER,0
22478,D 4.8 Personnel de maintenance - Jours de travail presté,7,INFIRMIER,0
22479,D 4.8 Personnel de maintenance - Jours de travail prévu,7,INFIRMIER,0
22480,D 4.8 Pharmacien - Agents,7,INFIRMIER,0
22481,D 4.8 Pharmacien - Jours d’absence justifié,7,INFIRMIER,0
22482,D 4.8 Pharmacien - Jours de travail presté,7,INFIRMIER,0
22483,D 4.8 Pharmacien - Jours de travail prévu,7,INFIRMIER,0
22484,D 4.8 Stastisticien - Agents,7,INFIRMIER,0
22485,D 4.8 Stastisticien - Jours d’absence justifié,7,INFIRMIER,0
22486,D 4.8 Stastisticien - Jours de travail presté,7,INFIRMIER,0
22487,D 4.8 Stastisticien - Jours de travail prévu,7,INFIRMIER,0
22488,D 4.8 Technicien d’assainissement A1 L2 - Agents,7,INFIRMIER,0
22489,D 4.8 Technicien d’assainissement A1 L2 - Jours d’absence justifié,7,INFIRMIER,0
22490,D 4.8 Technicien d’assainissement A1 L2 - Jours de travail presté,7,INFIRMIER,0
22491,D 4.8 Technicien d’assainissement A1 L2 - Jours de travail prévu,7,INFIRMIER,0
22492,D 4.8 Techniciens en radiologie A1 L2 - Agents,7,INFIRMIER,0
22493,D 4.8 Techniciens en radiologie A1 L2 - Jours d’absence justifié,7,INFIRMIER,0
22494,D 4.8 Techniciens en radiologie A1 L2 - Jours de travail presté,7,INFIRMIER,0
22495,D 4.8 Techniciens en radiologie A1 L2 - Jours de travail prévu,7,INFIRMIER,0
22496,D 4.9 Autres Services consommés,7,INFIRMIER,0
22497,D 4.9 Charges du personnel,7,INFIRMIER,0
22498,D 4.9 Charges et pertes diverses,7,INFIRMIER,0
22499,D 4.9 Contributions et taxes,7,INFIRMIER,0
22500,D 4.9 Dotations aux amortissements et provisions,7,INFIRMIER,0
22501,D 4.9 Matières et fournitures consommées,7,INFIRMIER,0
22502,D 4.9 Médicaments et autres stocks consommés,7,INFIRMIER,0
22503,D 4.9 Transports consommés,7,INFIRMIER,0
22504,D 5.3 CATT Test (THA) - Examens positifs,7,INFIRMIER,0
22505,D 5.3 CATT Test (THA) - Examens réalisés,7,INFIRMIER,0
22506,D 5.3 DBS - Examens positifs,7,INFIRMIER,0
22507,D 5.3 DBS - Examens réalisés,7,INFIRMIER,0
22508,D 5.3 Examen direct LCR dont Positf (présence diplocoque) - Examens positifs,7,INFIRMIER,0
22509,D 5.3 Examen direct LCR dont Positif (présence cellules) - Examens positifs,7,INFIRMIER,0
22510,D 5.3 Examen direct LCR - Examens réalisés,7,INFIRMIER,0
22511,D 5.3 Examen ganglionnaire - Examens réalisés,7,INFIRMIER,0
22512,D 5.3 Examen ganglionnaire Trypanosomes - Examens positifs,7,INFIRMIER,0
22513,D 5.3 Frottis réalisé dont Frottis positif - Examens positifs,7,INFIRMIER,0
22514,D 5.3 Frottis réalisé - Examens réalisés,7,INFIRMIER,0
22515,D 5.3 GE réalisé dont GE positive - Examens positifs,7,INFIRMIER,0
22516,D 5.3 GE réalisé - Examens réalisés,7,INFIRMIER,0
22517,D 5.3 PCR - Examens positifs,7,INFIRMIER,0
22518,D 5.3 PCR - Examens réalisés,7,INFIRMIER,0
22519,D 5.3 Test Determine - Examens positifs,7,INFIRMIER,0
22520,D 5.3 Test Determine - Examens réalisés,7,INFIRMIER,0
22521,D 5.3 Test d'Hemel Positif - Examens positifs,7,INFIRMIER,0
22522,D 5.3 Test d'Hemel Positif - Examens réalisés,7,INFIRMIER,0
22523,D 5.3 Test syphilis (RPR) Dont RPR positif - Examens positifs,7,INFIRMIER,0
22524,D 5.3 Test syphilis (RPR) - Examens réalisés,7,INFIRMIER,0
22525,D 5.3 Test unigold - Examens positifs,7,INFIRMIER,0
22526,D 5.3 Test Unigold - Examens réalisés,7,INFIRMIER,0
22527,D 5.4 Dosage Albumine - Examens réalisés,7,INFIRMIER,0
22528,D 5.4 Dosage Sucre (glucomètre) - Examens réalisés,7,INFIRMIER,0
22529,D 5.4 Groupage sanguin - Examens réalisés,7,INFIRMIER,0
22530,D 5.4 Ionogramme - Examens réalisés,7,INFIRMIER,0
22531,D 5.4 Recherche Rhesus - Examens réalisés,7,INFIRMIER,0
22532,D 5.5 Autre Echographie - Examens réalisés,7,INFIRMIER,0
22533,D 5.5 Autres examens d'imagerie médicale - Examens réalisés,7,INFIRMIER,0
22534,D 5.5 Autre type de Radiographie - Examens réalisés,7,INFIRMIER,0
22535,D 5.5 ECG - Examens réalisés,7,INFIRMIER,0
22536,D 5.5 Echographie obstétricale - Examens réalisés,7,INFIRMIER,0
22537,D 5.5 Echographie pelvienne - Examens réalisés,7,INFIRMIER,0
22538,D 5.5 Radiographie Abdomen sans preparation - Examens réalisés,7,INFIRMIER,0
22539,D 5.5 Radiographie du tube digestif avec contraste - Examens réalisés,7,INFIRMIER,0
22540,D 5.5 Radiographie Os - Examens réalisés,7,INFIRMIER,0
22541,D 5.5 Radiographie Poumon - Examens réalisés,7,INFIRMIER,0
22542,D 6.1 Affection cardio vasculaire hors HTA,7,INFIRMIER,0
22543,D 6.1 Affection dermatologique,7,INFIRMIER,0
22544,D 6.1 Autres cancers,7,INFIRMIER,0
22545,D 6.1 Cancer de la prostate,7,INFIRMIER,0
22546,D 6.1 Cancer du col utérin,7,INFIRMIER,0
22547,D 6.1 Cancer du sein,7,INFIRMIER,0
22548,D 6.1 Cirrhose hepatique,7,INFIRMIER,0
22549,D 6.1 Infection ORL,7,INFIRMIER,0
22550,D 6.1 IRA,7,INFIRMIER,0
22551,D 6.1 Maladies professionnelles,7,INFIRMIER,0
22552,D 6.1 Malnutrition aiguë sévère,7,INFIRMIER,0
22553,D 6.1 SIDA clinique,7,INFIRMIER,0
22554,D 6.1 Syndrome gastrique,7,INFIRMIER,0
22555,D 6.1 Tétanos,7,INFIRMIER,0
22556,D 6.1 Typhus,7,INFIRMIER,0
22557,D 6.1 Violences basées sur le genre,7,INFIRMIER,0
22558,D 6.2 Cas décédés,7,INFIRMIER,0
22559,D 6.2 Cas envoyés en hospitalisation,7,INFIRMIER,0
22560,D 6.2 Cas sortis,7,INFIRMIER,0
22561,D 6.2 Nouveaux cas vus aux urgences,7,INFIRMIER,0
22562,D 6.2 Nouveaux cas vus aux urgences Détresse respiratoire,7,INFIRMIER,0
22563,D 6.2 Nouveaux cas vus aux urgences Dont abdomen aigu chirurgical,7,INFIRMIER,0
22564,D 6.2 Nouveaux cas vus aux urgences Dont accident trafic routier (ATR),7,INFIRMIER,0
22565,D 6.2 Nouveaux cas vus aux urgences Dont anémie sévère,7,INFIRMIER,0
22566,D 6.2 Nouveaux cas vus aux urgences Dont autres,7,INFIRMIER,0
22567,D 6.2 Nouveaux cas vus aux urgences Dont AVC,7,INFIRMIER,0
22568,D 6.2 Nouveaux cas vus aux urgences Dont brûlures,7,INFIRMIER,0
22569,D 6.2 Nouveaux cas vus aux urgences Dont Choc,7,INFIRMIER,0
22570,D 6.2 Nouveaux cas vus aux urgences Dont coma,7,INFIRMIER,0
22571,D 6.2 Nouveaux cas vus aux urgences Dont crise convulsive,7,INFIRMIER,0
22572,D 6.2 Nouveaux cas vus aux urgences Dont morsure serpents et piqûres venimeuses,7,INFIRMIER,0
22573,D 6.3 Acouchés référés par le CS,7,INFIRMIER,0
22574,D 6.3 Cas Référé par le CS,7,INFIRMIER,0
22575,D 6.3 Consultations Hospitalisés,7,INFIRMIER,0
22576,D 6.3 Consultations référés vers l'HGRP,7,INFIRMIER,0
22577,D 6.3 Femmes enceintes a risque référées par le CS,7,INFIRMIER,0
22578,D 6.3 Urgences référés vers HGRP/FOSA spécialisée,7,INFIRMIER,0
22579,D 7.1 Admission debut mois (Report mois precedent),7,INFIRMIER,0
22580,D 7.1 Autres entrees avec complication,7,INFIRMIER,0
22581,D 7.1 NA avec oedemes avec complication,7,INFIRMIER,0
22582,D 7.1 NA avec PT<-3 ou PB<115mm avec complication,7,INFIRMIER,0
22583,D 7.1 NA rechute avec complication,7,INFIRMIER,0
22584,D 7.2 Abandons,7,INFIRMIER,0
22585,D 7.2 Contre refere vers l'UNTA,7,INFIRMIER,0
22586,D 7.2 Deces,7,INFIRMIER,0
22587,D 7.2 Gueris,7,INFIRMIER,0
22588,D 7.2 Non Repondants,7,INFIRMIER,0
22589,D 7.2 Referes a un autre UNTI,7,INFIRMIER,0
22590,D 8.1 Lits montés,7,INFIRMIER,0
22591,D 8.1 Malades admis au cours du mois,7,INFIRMIER,0
22592,D 8.1 Malades admis au cours du mois dont enfants < 5ans,7,INFIRMIER,0
22593,D 8.1 Malades admis au cours du mois dont référés,7,INFIRMIER,0
22594,D 8.1 Malades en hospitalisation au début du mois,7,INFIRMIER,0
22595,D 8.2 Contre-référés vers CS / autres FOSA,7,INFIRMIER,0
22596,D 8.2 Décès après 48 h,7,INFIRMIER,0
22597,D 8.2 Décès avant 48 h,7,INFIRMIER,0
22598,D 8.2 Evadés / Abandons,7,INFIRMIER,0
22599,D 8.2 Guéris,7,INFIRMIER,0
22600,D 8.2 Sortants du mois dont (b),7,INFIRMIER,0
22601,D 8.2 Statu quo,7,INFIRMIER,0
22602,D 8.2 Total décès enfants <5ans,7,INFIRMIER,0
22603,D 8.2 Transféré vers autre hôpital,7,INFIRMIER,0
22604,D 8.3 Somme séjours des malades sortants (a),7,INFIRMIER,0
22605,D 8.3 Somme séjours malades fin du mois,7,INFIRMIER,0
22606,D 9.1 Affections néonatales dcd,7,INFIRMIER,0
22607,D 9.1 Anémie,7,INFIRMIER,0
22608,D 9.1 Asthme / bronchite asthmatiforme,7,INFIRMIER,0
22609,D 9.1 Autres Diagnostics,7,INFIRMIER,0
22610,D 9.1 Brulure,7,INFIRMIER,0
22611,D 9.1 Infection ORL,7,INFIRMIER,0
22612,D 9.1 Meningite,7,INFIRMIER,0
22613,D 9.1 Prematurité,7,INFIRMIER,0
22614,D 9.1 Syndrome nephrotique,7,INFIRMIER,0
22615,D 9.1 Tétanos,7,INFIRMIER,0
22616,D 9.1 Traumatisme,7,INFIRMIER,0
22617,D 9.2 Accident vasculaire cérébral,7,INFIRMIER,0
22618,D 9.2 Anémie,7,INFIRMIER,0
22619,D 9.2 Asthme,7,INFIRMIER,0
22620,D 9.2 Autres Diagnostics,7,INFIRMIER,0
22621,D 9.2 Cancer (autres),7,INFIRMIER,0
22622,D 9.2 cirrhose hepatique,7,INFIRMIER,0
22623,D 9.2 Diabète,7,INFIRMIER,0
22624,D 9.2 Epilepsie/ crise convulsive,7,INFIRMIER,0
22625,D 9.2 Fièvre d’origine inconnue,7,INFIRMIER,0
22626,D 9.2 Fièvre typhoïde,7,INFIRMIER,0
22627,D 9.2 Hépatite virale aigue,7,INFIRMIER,0
22628,D 9.2 HTA,7,INFIRMIER,0
22629,D 9.2 Infection urinaire,7,INFIRMIER,0
22630,D 9.2 insuffisance cardiaque,7,INFIRMIER,0
22631,D 9.2 Intoxications,7,INFIRMIER,0
22632,D 9.2 Malnutrition proteino-calorique,7,INFIRMIER,0
22633,D 9.2 Méningite,7,INFIRMIER,0
22634,D 9.2 Rhumatisme Articulaire Aigue,7,INFIRMIER,0
22635,D 9.2 SIDA clinique,7,INFIRMIER,0
22636,D 9.2 Trouble du comportement,7,INFIRMIER,0
22637,D 9.2 Tuberculose pulmonaire,7,INFIRMIER,0
22638,D 9.3 Abcès cutanés,7,INFIRMIER,0
22639,D 9.3 Appendicite,7,INFIRMIER,0
22640,D 9.3 Autres Diagnostics,7,INFIRMIER,0
22641,D 9.3 Brûlures,7,INFIRMIER,0
22642,D 9.3 Colique néphrétique,7,INFIRMIER,0
22643,D 9.3 Fracture fermée,7,INFIRMIER,0
22644,D 9.3 Fracture ouverte,7,INFIRMIER,0
22645,D 9.3 Goitre,7,INFIRMIER,0
22646,D 9.3 Hernie,7,INFIRMIER,0
22647,D 9.3 Morsures serpents,7,INFIRMIER,0
22648,D 9.3 Occlusion intestinale,7,INFIRMIER,0
22649,D 9.3 Péritonite,7,INFIRMIER,0
22650,D 9.3 Polytraumatisme,7,INFIRMIER,0
22651,D 9.3 Retention urinaire /Hypertrophie prostate,7,INFIRMIER,0
22652,D 9.3 Traumatismes,7,INFIRMIER,0
22653,D 9.3 Tumeur abdominale,7,INFIRMIER,0
22654,D 9.4 Accouchement prématuré,7,INFIRMIER,0
22655,D 9.4 Autres Diagnostics,7,INFIRMIER,0
22656,D 9.4 Cancer du col utérin,7,INFIRMIER,0
22657,D 9.4 Cancer du sein,7,INFIRMIER,0
22658,D 9.4 Complication post-abortum,7,INFIRMIER,0
22659,D 9.4 Complication post-partum,7,INFIRMIER,0
22660,D 9.4 Dysménorrhée,7,INFIRMIER,0
22661,D 9.4 Grossesse extra utérine,7,INFIRMIER,0
22662,D 9.4 Hémorragies génitales,7,INFIRMIER,0
22663,D 9.4 Infections génitales,7,INFIRMIER,0
22664,D 9.4 Kyste ovaire,7,INFIRMIER,0
22665,D 9.4 Menace d’avortement,7,INFIRMIER,0
22666,D 9.4 Myome utérin,7,INFIRMIER,0
22667,"D 9.4 Prééclampsie, éclampsie",7,INFIRMIER,0
22668,D 9.4 Ruptures utérines,7,INFIRMIER,0
22669,"D 9.5 Cas de cancer confirmé, admis en traitement chimiothérapie",7,INFIRMIER,0
22670,"D 9.5 Cas de cancer confirmé, ayant reçu la morphine",7,INFIRMIER,0
22671,D 9.5 Cas d'hypertension diagnostiqués et mis sous traitement,7,INFIRMIER,0
22672,D 9.5 Nouveaux cas de Déficience physique et sensorielle correctement pris en charge,7,INFIRMIER,0
22673,D 9.5 Nouveaux patients diabétiques mis sous traitement,7,INFIRMIER,0
22674,D 9.5 Personnes conseillées et traitées afin de prévenir les crises cardiaques ou les AVC,7,INFIRMIER,0
22675,D 9.6 Accident trafic routier (ATR) dcd,7,INFIRMIER,0
22676,D 9.6 Accident vasculaire cérébral dcd,7,INFIRMIER,0
22677,D 9.6 Affections néonatales dcd,7,INFIRMIER,0
22678,D 9.6 Anémie dcd,7,INFIRMIER,0
22679,D 9.6 Asthme dcd,7,INFIRMIER,0
22680,D 9.6 Autres cas de décès,7,INFIRMIER,0
22681,D 9.6 Brûlures dcd,7,INFIRMIER,0
22682,D 9.6 Cancer dcd,7,INFIRMIER,0
22683,D 9.6 Cirrhose hépatique dcd,7,INFIRMIER,0
22684,D 9.6 Coma dcd,7,INFIRMIER,0
22685,D 9.6 Détresse respiratoire dcd,7,INFIRMIER,0
22686,D 9.6 Diabète dcd,7,INFIRMIER,0
22687,D 9.6 Hépatite virale aigüe dcd,7,INFIRMIER,0
22688,D 9.6 HTA dcd,7,INFIRMIER,0
22689,D 9.6 Infarctus / angor dcd,7,INFIRMIER,0
22690,D 9.6 Insuffisance cardiaque,7,INFIRMIER,0
22691,D 9.6 Intoxications,7,INFIRMIER,0
22692,D 9.6 Morsure serpent,7,INFIRMIER,0
22693,D 9.6 Occlusion intestinale,7,INFIRMIER,0
22694,D 9.6 Paludisme,7,INFIRMIER,0
22695,D 9.6 Péritonite,7,INFIRMIER,0
22696,D 9.6 SIDA clinique,7,INFIRMIER,0
22697,D 9.6 Syndrome nephrotique,7,INFIRMIER,0
22698,D 9.6 Tétanos,7,INFIRMIER,0
22699,D 9.6 Traumatismes(Accident de circulation),7,INFIRMIER,0
22700,D 9.6 Tuberculose,7,INFIRMIER,0
22701,DQI Accouchement assisté par le prestataire qualifié CS,7,INFIRMIER,0
22702,DQI Activités de CCC BCZ,7,INFIRMIER,0
22703,DQI Activités de CCC HGR,7,INFIRMIER,0
22704,DQI Amélioration de la couverture sanitaire BCZ,7,INFIRMIER,0
22705,DQI Amélioration de la qualité des soins BCZ,7,INFIRMIER,0
22706,DQI Analyse décès évitables et capacités à conserver le corps HGR,7,INFIRMIER,0
22707,DQI Analyse des décès évitables CS,7,INFIRMIER,0
22708,DQI Application mesures préventives et contrôle de l’infection HGR,7,INFIRMIER,0
22709,DQI Bâtiment adéquat BCZ,7,INFIRMIER,0
22710,DQI Bâtiment adéquat CS,7,INFIRMIER,0
22711,DQI Bâtiment adéquat HGR,7,INFIRMIER,0
22712,DQI Bâtiment fonctionnel BCZ,7,INFIRMIER,0
22713,DQI Bâtiment fonctionnel CS,7,INFIRMIER,0
22714,DQI Bâtiment fonctionnel HGR,7,INFIRMIER,0
22715,DQI Besoin en formation continue CS,7,INFIRMIER,0
22716,DQI Besoins en formation HGR,7,INFIRMIER,0
22717,DQI Chirurgie HGR,7,INFIRMIER,0
22718,DQI Choix éclairé et disponibilité des méthodes HGR,7,INFIRMIER,0
22719,DQI Conditions physiques indispensables réunies BCZ,7,INFIRMIER,0
22720,DQI Conditions physiques indispensables réunies CS,7,INFIRMIER,0
22721,DQI Conditions physiques indispensables réunies HGR,7,INFIRMIER,0
22722,DQI Consultation Post-Natale CS,7,INFIRMIER,0
22723,DQI Consultation Prénatale Récentrée CS,7,INFIRMIER,0
22724,DQI Développement du leadership intégré au niveau du BCZS,7,INFIRMIER,0
22725,DQI Disponibilité des équipements indispensables BCZ,7,INFIRMIER,0
22726,DQI Disponibilité des équipements indispensables HGR,7,INFIRMIER,0
22727,DQI Disponibilité des mobiliers indispensables BCZ,7,INFIRMIER,0
22728,DQI Disponibilité des mobiliers indispensables HGR,7,INFIRMIER,0
22729,DQI Disponibilité des ordinogrammes des soins et autres fiches techniques CS,7,INFIRMIER,0
22730,"DQI Entretien de bâtiments, matériels et équipements CS",7,INFIRMIER,0
22731,DQI Entretien des infrastructures BCZ,7,INFIRMIER,0
22732,DQI Entretien des infrastructures HGR,7,INFIRMIER,0
22733,DQI Équipements indispensables à l'ensemble de services essentielsCS,7,INFIRMIER,0
22734,"DQI Evaluation de commande des fournitures, MEC BCZ",7,INFIRMIER,0
22735,"DQI Evaluation de commande des fournitures, MEC HGR",7,INFIRMIER,0
22736,DQI Evaluation de commande des MEC s'appuyant sur des données de suivi CS,7,INFIRMIER,0
22737,DQI Evaluation de la disponibilité des ressources humainesBCZ,7,INFIRMIER,0
22738,DQI Evaluation de la disponibilité des ressources humaines CS,7,INFIRMIER,0
22739,DQI Evaluation de la disponibilité des ressources humaines HGR,7,INFIRMIER,0
22740,DQI Evaluation de la dotation de la FOSA en ressources humaines CS,7,INFIRMIER,0
22741,DQI Evaluation de la dotation en ressources humaines BCZ,7,INFIRMIER,0
22742,DQI Evaluation de la dotation en ressources humaines HGR,7,INFIRMIER,0
22743,DQI Evaluation de la participation des agents de santé communautaire CS,7,INFIRMIER,0
22744,DQI Evaluation de l’approche communautaire CS,7,INFIRMIER,0
22745,DQI Evaluation des activités de CCC CS,7,INFIRMIER,0
22746,DQI Evaluation des Besoins en formationBCZ,7,INFIRMIER,0
22747,DQI Évaluation des performances CS,7,INFIRMIER,0
22748,DQI Evaluation du climat de travail CS,7,INFIRMIER,0
22749,DQI Evaluation du climat du travailBCZ,7,INFIRMIER,0
22750,DQI Evaluation du climat du travail HGR,7,INFIRMIER,0
22751,DQI Evaluation du soutien communautaire CS,7,INFIRMIER,0
22752,DQI Evaluation du système de référence et contre-référence CS,7,INFIRMIER,0
22753,DQI Evaluation du système de surveillance des MECBCZ,7,INFIRMIER,0
22754,DQI Evaluation du système de surveillance des MEC CS,7,INFIRMIER,0
22755,DQI Evaluation du système de surveillance des MEC HGR,7,INFIRMIER,0
22756,DQI Fonctionnalité des services médico-techniques HGR,7,INFIRMIER,0
22757,DQI Fonctionnalité du système d'information et de gestion sanitaire CS,7,INFIRMIER,0
22758,DQI Fonctionnalité du système d’information sanitaire BCZ,7,INFIRMIER,0
22759,DQI Fonctionnalité du système d’information sanitaire HGR,7,INFIRMIER,0
22760,DQI Fonctionnalité du système d’orientation recours HGR,7,INFIRMIER,0
22761,"DQI Fournitures de bureau, imprimés et formulaires indispensables CS",7,INFIRMIER,0
22762,DQI Gynéco-Obstétrique HGR,7,INFIRMIER,0
22763,DQI Inventaire de l’équipement CS,7,INFIRMIER,0
22764,DQI Leadership CS,7,INFIRMIER,0
22765,DQI Maintenance des matériels et équipements BCZ,7,INFIRMIER,0
22766,DQI Maintenance des matériels et équipements HGR,7,INFIRMIER,0
22767,"DQI Médecine Interne, Pédiatrie et Réanimation HGR",7,INFIRMIER,0
22768,DQI Mobilier indispensable à l’ensemble des services essentiels CS,7,INFIRMIER,0
22769,DQI Offre des servicesCS,7,INFIRMIER,0
22770,DQI Offre des soins curatifs HGR,7,INFIRMIER,0
22771,DQI Organisation et structuration des services de santé CS,7,INFIRMIER,0
22772,DQI Organisation et structuration des services du BCZS,7,INFIRMIER,0
22773,DQI Organisation et structuration des services HGR,7,INFIRMIER,0
22774,DQI Partage des informations financières BCZ,7,INFIRMIER,0
22775,DQI Partage des informations financières CS,7,INFIRMIER,0
22776,DQI Partage des informations financières HGR,7,INFIRMIER,0
22777,DQI Participation communautaire BCZ,7,INFIRMIER,0
22778,"DQI PCIME-Prise en charge du paludisme, diarrhée et pneumonie CS",7,INFIRMIER,0
22779,DQI Personnel formé BCZ,7,INFIRMIER,0
22780,DQI Personnel formé CS,7,INFIRMIER,0
22781,DQI Personnel formé HGR,7,INFIRMIER,0
22782,DQI Planification BCZ,7,INFIRMIER,0
22783,DQI Planification CS,7,INFIRMIER,0
22784,DQI Planification Familiale CS,7,INFIRMIER,0
22785,DQI Planification HGR,7,INFIRMIER,0
22786,DQI Prise en charge psychologique HGR,7,INFIRMIER,0
22787,DQI Qualifications correspondant aux postes BCZ,7,INFIRMIER,0
22788,DQI Qualifications correspondant aux postes CS,7,INFIRMIER,0
22789,DQI Qualifications correspondant aux postes HGR,7,INFIRMIER,0
22790,DQI Rationalisation du fonctionnement des structures de santé BCZ,7,INFIRMIER,0
22791,DQI Réalisation des activités préventives pour mère et le Nné HGR,7,INFIRMIER,0
22792,"DQI Relation avec BCZ,CS,la communauté et partenaires HGR",7,INFIRMIER,0
22793,"DQI Relation avec HGR, CS, communauté et partenaires BCZ",7,INFIRMIER,0
22794,DQI Satisfaction des patients CS,7,INFIRMIER,0
22795,DQI Satisfaction des usagers HGR,7,INFIRMIER,0
22796,DQI S&E de la couverture de l’ensemble des services essentiels de santé CS,7,INFIRMIER,0
22797,DQI S&E de la couverture de l’ensemble des services essentiels HGR,7,INFIRMIER,0
22798,DQI Services d’appui diagnostiqueHGR,7,INFIRMIER,0
22799,DQI Services médico-techniques HGR,7,INFIRMIER,0
